categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Aliments et boissons à base de végétaux|Carrefour Veggie,Carrefour|Bouchées panées au blé  a la thaï|a|Eau, chapelure 11%, protéines de blé déshydratées 10.5%, carottes oranges 10.4%, carottes jaunes 10.4%, oignons préfrits, farine de blé, huile de colza, champignons noirs blanchis 2.7%, sauce soja, fibres de blé, vinaigre d'alcool, coriandre 1%, ail, citronnelle 0.8%, sel, épaississant ; méthylcellulose, curcuma, fibres de psyllium, gingembre en poudre 0.1%.  Huile de friture : huiles de tournesol et de colza  Fabriqué dans un atelier utilisant : céleri, lait, mollusques, œufs et poissons|884|11|1.5|3.4|11|0.68|||||||||||||||||0|en:eggs,en:fish,en:gluten,en:milk,en:molluscs,en:soybeans|E461 - Méthylcellulose|
Aliments et boissons à base de végétaux|Carrefour Veggie,Carrefour|Steaks au soja tomate, basilic|a|Eau, protéines de soja déshydratées 18%, purée de tomate double concentrée 9.5%, cubes de tomate 8%, sauce tomate 8%, basilic 4%, huile de tournesol, oignon, vinaigre d'alcool, sucre, épaississant: méthylcellulose, sel, amidon modifié de pomme de terre, origan. Huile de friture: huiles de tournesol et de colza. Fabriqué dans un atelier utilisant : céleri, gluten, lait, poissons, œufs, crustacés, mollusques et moutarde.|685|8.8|3.9|5.2|14|0.88|||||||||||||||||0|en:crustaceans,en:eggs,en:fish,en:gluten,en:milk,en:molluscs,en:mustard,en:soybeans|E14XX - Amidons modifiés,E461 - Méthylcellulose|
Aliments et boissons à base de végétaux|Carrefour bio, Carrefour|Mélange Quinoa Courgettes, Carottes|a|Eau, quinoa blond* 28%, courgette* 14%, carotte* 11%, purée de tomate double concentrée*, oignon*, huile d'olive vierge extra* , ail* , sel marin non rafiné, persil*, cumin en poudre*, poivre noir*. * Ingrédients issus de l'agriculture biologique.|502|4|2|6.2|3.5|0.7|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Carrefour,Carrefour Bio|Lentilles corail|a|Lentilles corail|1351|3|2.2|19|25|0.03|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Casino|Lentilles vertes de France|a|Lentilles vertes. Traces de gluten.|1409|1.7|1|11|24|0.03|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Casino|Mélange de céréales à la provençale|c|Semoule de _blé_ dur précuite 85.4% - flocons de _seigle_ précuits 8% - sel - huile d'olive - persil déshydraté - flocons d'_épeautre_ précuits 1% - tomates déshydratées - ail en poudre - menthe déshydratée 0.1% - cannelle - basilic - marjolaine - origan - romarin - sarriette - thym - protéines végétales hydrolysées- huile de tournesol - _lactose_.|1489|3.2|2.7|7.7|12|1.9|||||||||||||||||0|blé, seigle||
Aliments et boissons à base de végétaux|Casino|Pois Cassés de France|a|Pois cassés.|1397|1.8|2.6|11|21|0.03|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Casino Bio, Casino|son d'avoine biologique|a|son d'_avoine_ issu de l'agriculture biologique. Traces de gluten, soja, fruits à coque, sésame.|1553|7.7|0.9|11|13|0|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Casino Bio, Casino|Fines galettes de céréales complétes aux deux fromages CASINO BIO|b|Flocons de _blé_ complet réhydratés* 39.8 g** - riz rond complet cuit* 31 g**- flocons d'_avoine_ complète réhydratés* 19.9 g** - farine de _blé_ complet* 10.4 g** - _Emmental_* 8.1 g** - _Comté_* 5.8 g** - oignons réhydratés* - huile de tournesol* - sel - herbes de Provence* - poivre noir*. Traces d'_œufs_, _fruits à coque_, _céleri_, moutarde, graines de sésame et _soja._ *  ** quantité mise en oeuvre pour 100g de produit fini Les informations en _gras_ sont destinées aux personnes intolérantes ou allergiques|957|7.5|1.6|5.4|8.4|1.2|||||||||||||||||0|en:gluten,en:milk||
Aliments et boissons à base de végétaux|Celnat|Orge mondé|a|_Orge_ mondé|1410|2.1|1.2|9.8|11.2|0|||||||||||||||||0|Orge||
Aliments et boissons à base de végétaux|Celnat|Lentillons de la Champagne|a|Lentillons|1389|1.1|2|10.7|25.8|0.015|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Charles Vignon|Muesli bio pepites et flocons graines anciennes|a|céréales* 62% [flocons d'avoine* complets 47.9%, fiocons d'épeautre*, pétales de riz*, farine d'épeautre*, riz* completj, graines* 20% tournesol*, courge* 4.6%, lin* 2.6%, amarante* soufflée 1.3% , chia* Salvia hispanica) 1%], sucre de canne* complet rapadura, huile de tournesol*, sucre de canne*, extrait de malt d'orge*, cannelle*, sel de mer. Ingrédients issus de l'agriculture biologique. En gras: allergènes. Peut contenir des traces de lait, soja et fruits à coques.|1883|19.4|12.7|9.7|12.1|0.1|||||||||||||||||0|avoine, épeautre, épeautre, orge|E322 - Lécithines,E322i - Lécithine,E392 - Extrait de romarin|
Aliments et boissons à base de végétaux|Chevaliers d argouges,Chevaliers d'Argouges|Orange Confite enrobée de Chocolat Noir|d|Tranches d'oranges confites 65 %, chocolat noir 35 %.|1695|18|44|0|4|0.02|||||||||||||||||0|soja|E322 - Lécithines,E322i - Lécithine|
Aliments et boissons à base de végétaux|Claude leger|Pâte brisée|d|Farine de froment, beurre concentré19 %, eau, sel, sucre, alcool éthylique, fibres d'agrumes, jus de citron concentré.|1615|23.3|2.7|0|6|0.93|||||||||||||||||0||E1510 - Éthanol,E160a - Bêta-carotène,E160ai - Bêta-carotène|
Aliments et boissons à base de végétaux|Confiserie Azuréenne|Fruits confits|c|dans un saladier température 500C au four traditionnelOU au micro ondes. Sortir le saladier du micro ondes et râper du chocolat noir sur le chocolat chaud en homogénéisant le tout avec une spatule pour redescendre à 27 oc. Tempérez à nouveau au micro ondes pour atteindre 31 OC/320C. Vous pourrez tremper vos fruits confits en les retirant du chocolat avec une fourchette et les poser doucement sur du papier sulfurisé pour les laisser sécher. Courbe de température à respecter :|1335|0.6|52||0.6|0.06|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Coquelicot Provence|Gnocchi nature|c|Purée de pomme de terre 77%, fécule de pomme de terre, semoule de _blé_ dur, farine de riz pour enrobage, sel de Camargue.|598|0.3|0.4||2.5|0.8|||||||||||||||||0|en:gluten|E392 - Extrait de romarin|
Aliments et boissons à base de végétaux|Cora|Couscous grains fins|a|100% semoule de _blé_ dur de qualité supérieure.|1565|2|3|3.4|13.2|0.05|||||||||||||||||0|blé||
Aliments et boissons à base de végétaux|Cora|Pâte Brisée|d| Farine de blé  graisse et huile végétales•eau - alcool éthylique -sucre - sel - jus de citron concentré - colorant : caroténoïdes - agent de traitement de la farine : L-cystéine. |1636|21.5|2.7|1.1|6.2|0.92|||||||||||||||||1||E1510 - Éthanol,E160 - Caroténoïdes,E920 - L-Cystéine et ses chlorhydrates|
Aliments et boissons à base de végétaux|Croustipate|Croissants à la Levure Boulangère|e|Farine de _blé_, eau, graisses et huiles végétales non hydrogénées, sucre, _beurre_, poudres à lever : carbonates de sodium, phosphates de calcium, citrates de calcium, sel, alcool, gluten de _blé_, levure boulangère 0.14%, levure désactivée, agent de traitement de la farine : acide ascorbique, émulsifiants : esters diacétyltartriques de mono- et diglycérides d'acides gras, enzyme : transglutaminase|1614|21.4|5.5|1.4|6.9|1.45|||||||||||||||||1|blé, beurre, blé|E300 - Acide ascorbique,E341 - Phosphates de calcium,E500 - Carbonates de sodium|
Aliments et boissons à base de végétaux|Croustipate|Pâte feuilletée légère|d|Farine de _blé_, eau, graisses et huiles végétales non hydrogénées, fibre de chicorée, sucre , alcool éthylique, sel, jus de citron concentré, agent de traitement de la fraine : L-cystéine.|1530|16|3.1|3.9|6.1|1.42|||||||||||||||||1|en:gluten|E1510 - Éthanol|
Aliments et boissons à base de végétaux|Croustipate|Croustipate Sablée Pur Beurre|d|Farine de _blé_, _beurre_ frais; sucre, eau, alcool éthylique, sel, arôme vanille, jus de citron concentré.|1636|10.2|18.5|1|5.7|0.39|||||||||||||||||0|blé, beurre|E1510 - Éthanol|
Aliments et boissons à base de végétaux|Croustipâte|Pate brisée sans additif|d|Farine de _blé_, huiles végétales, eau, alcool éthylique, sel, jus de citron concentré, levure désactivée.|1653|22.8|2.7|1.8|6|1|||||||||||||||||0|blé|E1510 - Éthanol|
Aliments et boissons à base de végétaux|Cruzilles|Pâtes de Fruits d'Auvergne|d|Abricot : pulpes de fruits 53 %. Cassis : Pulpes de fruits. Fraise : Pulpes de fruits 55 %. Framboise : Pulpes de fruits 52 %. Orange : Pulpes de fruits 50 %. Prune : Pulpes de fruits 50 %. Sucre, sirop de glucose de blé, gélifiant : pectines, arômes naturelsavec autres arômes naturels, acidifiant : jus de citron.|1368|0.2|71||0.8|0.15|||||||||||||||||0||E440 - Pectines|
Aliments et boissons à base de végétaux|Cémoi|Pâtes de Fruits Aromatisées Citron, Orange, Fraise, Pomme|c|Pulpe de pommes, sucre, sirop de glucose, gélifiant : pectines, acidifiant : acide citrique, arômes, colorants : E100 - E163 - E160c - E141.|1406|0.1|69||0.1|0.19|||||||||||||||||0||E100 - Curcumine,E141 - Complexe cuivrique des chlorophylles,E160c - Extrait de paprika,E163 - Anthocyanes,E330 - Acide citrique,E440 - Pectines|
Aliments et boissons à base de végétaux|Céréal Bio|Tofu soyeux|a|Tofu.|226|2.9|0.9|0.8|5.2|0.03|||||||||||||||||0|soja||
Aliments et boissons à base de végétaux|Céréal Bio|Tofu fumé|a|Tofu, tamari, sel marin, ail, coriandre, muscade, poivre.|685|10|0.8|3.2|16|0.53|||||||||||||0.136||||0|soja, soja||
Aliments et boissons à base de végétaux|Céréal Bio|Galettes polenta Jardinière Carottes, Petits pois, Brocolis|b|Polenta 76.4%- légumes* 19.9%- eau - huile de tournesol* - estragon* - sel de mer  * Ingrédients issus de l'agriculture biologique|453|2.4|0.3|3.6|2.3|0.93|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Céréal Bio|Soja du Sud-Ouest Spécial Cuisine|b|Jus de _soja_* 87%, huile de tournesol*, émulsifiant : gomme arabique*, épaississants : gomme xanthane, carraghénanes, sucre de canne* non raffiné. Soja sans OGM. *Ingrédients issus de l'agriculture biologique.|558|12|1.2|0.4|3.1|0.05|||||||||||||||||0|soja, soja|E407 - Carraghénanes,E414 - Gomme d'acacia,E415 - Gomme xanthane|
Aliments et boissons à base de végétaux|Céréal,Grill Végétal|Steaks Soja et Blé|a|Eau, concentré de protéines de _soja_ 16%, huiles végétales 9.5%, gluten de _blé_ 5.6%, oignons 3%, farine de _soja_ entière 2.8%, fibres de _soja_ 2.8%, arômes naturels, fibres de _blé_ et plantain 1.6%, sel marin, extrait de malt d'_orge_, épaississant : méthylcellulose, paprika fort. Fabriqué dans un atelier qui utilise du céleri, du sésame, des fruits à coque, des œufs, du poissons et des produits laitiers.|799|11|0.7|6.1|17|1.3|||||||||||||||||0|en:gluten,en:celery,en:eggs,en:fish,en:milk,en:nuts,en:sesame-seeds,en:soybeans|E461 - Méthylcellulose|
Aliments et boissons à base de végétaux|Céréal,Grill Végétal|Steaks soja & blé saveur barbecue|a|Eau, concentré de protéines de _soja_ 16.6%, huile de tournesol oléique 8.4%, gluten de _blé_ 5.7%, concentré de tomate 3.1%, farine de _soja_ entière 2.9%, fibres de _soja_ 2.9%, vinaigre de cidre, arômes naturels, fibres de _blé_ et plantain 1.5%, sel marin, sucre, extrait de malt d'_orge_, épaississant : méthylcellulose, épices, arôme de fumée. Fabriqué dans un atelier qui utilise du céleri, du sésame, des fruits à coque, des œufs et des produits laitiers.|758|9|1.7|6|18|1.3|||||||||||||||||0|en:gluten,en:celery,en:eggs,en:milk,en:nuts,en:sesame-seeds,en:soybeans|E461 - Méthylcellulose|
Aliments et boissons à base de végétaux|Céréal,Grill végétal|Escalopes soja & blé|c|Eau, concentré de protéines de _soja_ 14.6%, huiles végétales 9.8%, chapelure de _blé_ 8.9%, gluten de _blé_ 5.1%, farine de _blé_ 3.6%, farine de _soja_ 2.5%, arômes naturels, oignons, sel marin, épaississants : méthylcellulose, fibres de _blé_, plantain 0.6% |1033|13|0.9|5.3|16|1.7|||||||||||||||||0|soja, blé, blé, blé, soja, blé|E461 - Méthylcellulose|
Aliments et boissons à base de végétaux|Céréalpes|4 galettes au SON d'AVOINE Nature|a|eau, son d'_avoine_ bio 26.1%, blanc d'_oeuf_ en poudre bio, _lait_ écrémé en poudre bio, poudre levante bio, sel marin|616|2.7|2.3|3.9|8.3|0.8|||||||||||||||||0|avoine, oeuf, lait, blé|E336 - Tartrates de potassium,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Aliments et boissons à base de végétaux|Céréalpes|Galettes de polenta comté et tomates séchées|b|Polenta 89.9 g, semoule de maïs précuite, Comté 10.4 g, tomates séchées 3.0 g, huile d'olive vierge, basilic. Quantité mise en œuvre pour 100 g de galette. |567|4.3|0.5|2.9|3.6|1.1|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Daco Bello,J'k,Couleurs cuisine|Maïs à éclater|a|Maïs pour pop-corn.|1431|2.8|0|13.6|10|0.1|||||||||||||0.12||||0|||
Aliments et boissons à base de végétaux|Danival|Concentré de tomate 28%|a|purée de tomates double concentrée**Ingrédients d'origines agricole obtenus selon les règles de production biologique.|512|0.1|0.5|4.7|3|0.1|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Danival|Miso riz|c|soja* français, riz rond mi-complet*, sel marin non raffiné de l'Atlantique, eau, enzyme|605|6.7|3|3.4|9.7|8.3|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Destination Saveurs|Graines de Tournesol Grillées, Salées|d|Graines de tournesol 88%, sel 10%, farine de riz.|1552|24|1.6|45|13|7.5|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Diva,Philippe Charpentier,Fruidor|Carottes Cultivées en France|a|Carottes |153|0.26|4.8||0.8|0.122|0.00121||||||||||||||||0|||
Aliments et boissons à base de végétaux|Dukan|Galettes de son d'avoine vanillée|a|Son d'avoine hydraté 58%, eau, blanc d'_œufs_ en poudre, _lait_ écrémé en poudre, graines de Iin brun, conservateur, poudres à lever, édulcorants : maltodextrine et sucralose 0.6%, arôme naturel de vanille, sel|501|2.3|2.1|4.2|8.5|1.31|||||||||||||||||0|gluten, œufs, lait, lactose, blé|E262 - Acétates de sodium,E262i - Acétate de sodium,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Aliments et boissons à base de végétaux|Ebly|Fibres|a|Blé dur précuit.|1545|1.7|1.6|7.6|13|0.03|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Ensemble|Pois cassés|a|Pois cassés|1443|0.8|2.2|19.5|21.7|0|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Esprit de Fête, Carrefour|Pâtes de fruits|c|Pulpes de fruits : Ananas : pulpes de fruits 50%*, Framboise : pulpes de fruits 50%*, Abricot : pulpes de fruits 50%*, Cassis : pulpes de fruits 50%*, Orange : pulpes de fruits 50%*, Poire : pulpes de fruits 50%*, sucre, sirop de glucose, gélifiant : pectines, acidifiant : acide citrique, arômes naturels de fruitsavec autres arômes naturels, colorants : extrait de paprika - complexes cuivre-chlorophylles et cuivre-chlorophyllines - curcumine - anthocyanes. *Pourcentage mis en œuvre pour chaque variété. Parfums Orange, Ananas, Framboise, Cassis, Abricot, Poire.|1502|1.1|68|1|0.5|0.13|||||||||||||||||0||E100 - Curcumine,E141 - Complexe cuivrique des chlorophylles,E160c - Extrait de paprika,E163 - Anthocyanes,E330 - Acide citrique,E440 - Pectines|
Aliments et boissons à base de végétaux|Esprit de fête, Carrefour|Petits marrons glacés et morceaux|d|Marrons, sucre, sirop de glucose, humectant : sorbitols, gousse de vanille, conservateur : sorbate de potassium.|1349|0.9|46|3|1|0.06|||||||||||||||||0||E202 - Sorbate de potassium,E420 - Sorbitol|
Aliments et boissons à base de végétaux|Favier Milliat|Papillotes de Noël|c|Pulpes de fruits, sucre, sirop de glucose, gélifiant : pectine, acidifiant : acide citrique, arôme naturel d'abricot, arôme naturel de fraise, arôme naturel de cerise, et avec autres arômes naturels, amidon de _blé_.|1464|0.5|76||0.5|0.18|||||||||||||||||0|blé|E330 - Acide citrique,E440 - Pectines,E440i - Pectine|
Aliments et boissons à base de végétaux|Ferme De La Motte|Haricot rouge Bio|a|Haricot Rouge|464|0.525|3.8|7.34|8.52|0.016|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Ferme de la Motte|Lentille verte bio|a|Lentilles vertes.|474|0.55|1.23|4.2|8.1|0.03048|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Ferrari|Betteraves rouges cuites épluchées|a|Betteraves rouges cuites épluchées|184|0.1|6.7|2.3|2.3|0.14|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Ferrari|Betterave rouge cuite sous vide|a|Betteraves rouges|183|0.5|6.7|2.3|2.3|0.14|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Flamant Vert|Barres Bio aux Noisettes, Miel, Spiruline et Chocolat Noir|e|_Noisettes_ 43%, chocolat noir 24%, miel 22%, fibre d'acacia, spiruline L'algue Bleue des Andes 3%.|2184|37.7|27.2||10.1|0.11|||||||||||||0.129||0.0063||0|Fruits à coque, Noisettes, fruits à coques||
Aliments et boissons à base de végétaux|Florette|Salade|a|Salade composée|113|0.2|0||1.1|0|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Florette|Mini Melange De Saison|a|Frisée, chicorée rouge, mâche et roquette en proportion variable.|54|1.7|0.49||0.98|0|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Freshona|Betteraves rouges, entières, cuites à la vapeur|a|100% betterave rouge|180|0.5|6.7||2.3|0.14|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Gerblé|Galettes Son d'avoine vanillées|a|Eau, son d’avoine 26%, sucre de canne roux, _lait_ écrémé en poudre, blanc d'_oeuf_ en poudre, arôme naturel de vanille, poudres à lever, sel marin, amidon de blé. Fabriqué dans un atelier qui utilise du sésame, de la moutarde, du céleri et des fruits à coque.|750|1.9|9.2|5|8.5|0.6096|||||||||||||||||0|lait, oeuf|E336 - Tartrates de potassium,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium|
Aliments et boissons à base de végétaux|Gerblé|Son d'Avoine Gerblé|a|Son d'Avoine|1473|6.7|1|16|16|0||||||0.00046|||0.0006|2.9e-05|||0.185||0.0045||0|||
Aliments et boissons à base de végétaux|Gillet Contres|Lentilles vertes du Val de loire|a|Lentilles vertes, eau, sel de mer.|1222|0.6|1.2|4.2|8.1|0.6|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Grain de Vitalité|Pois Chiches|a|Pois chiches|1243|1.2|2.3|18|21.2|0.0499999999999999|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Grain de Vitalité|Pois chiches|b|Pois chiches|1723|6.1|10.8||19.1|0.05|||||||||||||||||0|||
Aliments et boissons à base de végétaux|Grain de frais|Boulgour fin|a|Blé dur précuit à la vapeur.|390|1.3|0.5|12|12|0.04|||||||||||||||||0|en:gluten||
Aliments et boissons à base de végétaux|Grand Frais,Grain de frais|Quinoa|a|graines de quinoa.|1598|6.1|4.1|2.8|14|0.01|4.2e-05||||||||||||||||0|||
